AsAt,Occupation,Score,n,maxsub
06/2026,351311 Chef,45,5,46148.512917395834
06/2026,233411 Electronics Engineer,65,219,46195.50889953704
06/2026,233411 Electronics Engineer,75,214,46203.889709375
06/2026,233411 Electronics Engineer,70,209,46203.689709178245
06/2026,233411 Electronics Engineer,80,187,46199.81996114583
06/2026,233411 Electronics Engineer,95,31,46197.53344533565
06/2026,233411 Electronics Engineer,90,90,46194.31065038194
06/2026,233411 Electronics Engineer,85,174,46196.64754803241
06/2026,233411 Electronics Engineer,55,27,46188.72152341435
06/2026,233411 Electronics Engineer,60,76,46175.140339351856
06/2026,233411 Electronics Engineer,50,15,46198.74115065972
06/2026,233411 Electronics Engineer,45,5,45847.726243206016
06/2026,233411 Electronics Engineer,25,1,45967.730278090276
06/2026,323212 Fitter and Turner,70,1,45764.842594409725
06/2026,323212 Fitter and Turner,55,1,45926.97070100695
06/2026,323212 Fitter and Turner,60,1,46167.2197772338
06/2026,261112 Systems Analyst,65,268,46203.57542584491
06/2026,261112 Systems Analyst,75,448,46199.64676778935
06/2026,261112 Systems Analyst,70,334,46197.61279513889
06/2026,261112 Systems Analyst,80,470,46203.641794097224
06/2026,261112 Systems Analyst,95,274,46194.735429085646
06/2026,261112 Systems Analyst,90,513,46203.76282858796
06/2026,261112 Systems Analyst,85,448,46203.921550150466
06/2026,261112 Systems Analyst,55,19,46087.92840297454
06/2026,261112 Systems Analyst,60,49,46203.48400532408
06/2026,261112 Systems Analyst,50,7,46101.692907372686
06/2026,261112 Systems Analyst,100,119,46202.64845674769
06/2026,261112 Systems Analyst,105,5,45981.733502627314
06/2026,261112 Systems Analyst,40,1,46087.10635609954
06/2026,233912 Agricultural Engineer,65,20,46175.34035644676
06/2026,233912 Agricultural Engineer,75,9,45986.9414127662
06/2026,233912 Agricultural Engineer,70,10,46202.651661111115
06/2026,233912 Agricultural Engineer,80,4,46176.67232974537
06/2026,233912 Agricultural Engineer,95,1,45586.77077700231
06/2026,233912 Agricultural Engineer,90,3,46137.85633364583
06/2026,233912 Agricultural Engineer,85,5,45918.68545729166
06/2026,233912 Agricultural Engineer,55,1,45901.7041150463
06/2026,233912 Agricultural Engineer,60,3,45922.94162121528
06/2026,263111 Computer Network and Systems Engineer,65,227,46190.639660266206
06/2026,263111 Computer Network and Systems Engineer,75,403,46202.67935524305
06/2026,263111 Computer Network and Systems Engineer,70,259,46203.942415972226
06/2026,263111 Computer Network and Systems Engineer,80,311,46196.784264270835
06/2026,263111 Computer Network and Systems Engineer,95,139,46202.72420752315
06/2026,263111 Computer Network and Systems Engineer,90,275,46202.68141334491
06/2026,263111 Computer Network and Systems Engineer,85,273,46203.713698611115
06/2026,263111 Computer Network and Systems Engineer,55,32,46188.73918263889
06/2026,263111 Computer Network and Systems Engineer,60,55,46176.98923287037
06/2026,263111 Computer Network and Systems Engineer,50,8,46079.83580891204
06/2026,263111 Computer Network and Systems Engineer,100,76,46196.936223958335
06/2026,263111 Computer Network and Systems Engineer,105,1,45717.1333628125
06/2026,263111 Computer Network and Systems Engineer,40,1,45552.13451230324
06/2026,263111 Computer Network and Systems Engineer,45,1,45785.72973391204
06/2026,263111 Computer Network and Systems Engineer,30,1,45946.531965625
06/2026,234211 Chemist,65,67,46198.45290732639
06/2026,234211 Chemist,75,71,46177.040538078705
06/2026,234211 Chemist,70,54,46177.12442445602
06/2026,234211 Chemist,80,50,46198.789072025465
06/2026,234211 Chemist,95,1,46197.10448414352
06/2026,234211 Chemist,90,4,46196.88503734954
06/2026,234211 Chemist,85,35,46203.60497890046
06/2026,234211 Chemist,55,8,46194.69331863426
06/2026,234211 Chemist,60,15,46195.75692329861
06/2026,234211 Chemist,50,3,45980.68899884259
06/2026,271311 Solicitor,65,45,46196.973428784724
06/2026,271311 Solicitor,75,76,46186.421166817134
06/2026,271311 Solicitor,70,62,46191.767423530095
06/2026,271311 Solicitor,80,33,46199.830253125
06/2026,271311 Solicitor,90,1,46190.024042094905
06/2026,271311 Solicitor,85,4,46196.89188831019
06/2026,271311 Solicitor,55,5,46176.72618109954
06/2026,271311 Solicitor,60,16,46177.71844783565
06/2026,271311 Solicitor,50,1,45570.23593244213
06/2026,271311 Solicitor,45,1,45974.79804444444
06/2026,233111 Chemical Engineer,65,88,46188.8223158912
06/2026,233111 Chemical Engineer,75,139,46175.91695292824
06/2026,233111 Chemical Engineer,70,116,46189.56071547454
06/2026,233111 Chemical Engineer,80,119,46197.658064814816
06/2026,233111 Chemical Engineer,95,11,46176.773308993055
06/2026,233111 Chemical Engineer,90,36,46122.86840413194
06/2026,233111 Chemical Engineer,85,76,46189.79398758102
06/2026,233111 Chemical Engineer,55,13,46185.94432060185
06/2026,233111 Chemical Engineer,60,28,46200.80884251157
06/2026,233111 Chemical Engineer,50,5,46200.28043244213
06/2026,233111 Chemical Engineer,100,2,46201.40353460648
06/2026,233111 Chemical Engineer,40,1,45892.695323148146
06/2026,233914 Engineering Technologist,65,473,46203.46409799768
06/2026,233914 Engineering Technologist,75,516,46201.77349112269
06/2026,233914 Engineering Technologist,70,545,46203.70818973379
06/2026,233914 Engineering Technologist,80,437,46202.53979780093
06/2026,233914 Engineering Technologist,95,78,46200.71031041667
06/2026,233914 Engineering Technologist,90,279,46202.007985185184
06/2026,233914 Engineering Technologist,85,443,46200.80672572917
06/2026,233914 Engineering Technologist,55,57,46200.92622893518
06/2026,233914 Engineering Technologist,60,137,46203.7557912037
06/2026,233914 Engineering Technologist,50,17,46177.00465844908
06/2026,233914 Engineering Technologist,100,32,46202.00098128472
06/2026,233914 Engineering Technologist,105,1,45950.6136440625
06/2026,233914 Engineering Technologist,45,7,46198.603457094905
06/2026,233914 Engineering Technologist,30,1,46004.84164690972
06/2026,312312 Electrical Engineering Technician,65,42,46202.828197800925
06/2026,312312 Electrical Engineering Technician,75,37,46170.77814679398
06/2026,312312 Electrical Engineering Technician,70,33,46184.73870501157
06/2026,312312 Electrical Engineering Technician,80,5,46201.86808429398
06/2026,312312 Electrical Engineering Technician,55,6,46142.992294641204
06/2026,312312 Electrical Engineering Technician,60,11,46044.45976288195
06/2026,312312 Electrical Engineering Technician,40,1,45974.842356712965
06/2026,233913 Biomedical Engineer,65,41,46195.61931678241
06/2026,233913 Biomedical Engineer,75,37,46171.75805613426
06/2026,233913 Biomedical Engineer,70,47,46175.03416304398
06/2026,233913 Biomedical Engineer,80,50,46203.70334262731
06/2026,233913 Biomedical Engineer,95,12,46173.6990119213
06/2026,233913 Biomedical Engineer,90,26,46175.43529556713
06/2026,233913 Biomedical Engineer,85,43,46203.649291898146
06/2026,233913 Biomedical Engineer,55,8,46105.894393055554
06/2026,233913 Biomedical Engineer,60,9,46195.79102635417
06/2026,233913 Biomedical Engineer,50,1,45575.653804710644
06/2026,233913 Biomedical Engineer,100,5,45978.78947971065
06/2026,233913 Biomedical Engineer,105,1,45606.52658113426
06/2026,233913 Biomedical Engineer,45,2,46191.852708715276
06/2026,221214 Internal Auditor,65,61,46175.81957021991
06/2026,221214 Internal Auditor,75,55,46176.54160991898
06/2026,221214 Internal Auditor,70,50,46192.702811145835
06/2026,221214 Internal Auditor,80,32,46185.200583680555
06/2026,221214 Internal Auditor,95,6,46179.67771909722
06/2026,221214 Internal Auditor,90,16,46202.67139429398
06/2026,221214 Internal Auditor,85,36,46195.66074895833
06/2026,221214 Internal Auditor,55,10,46045.08424505787
06/2026,221214 Internal Auditor,60,10,46151.98047847222
06/2026,221214 Internal Auditor,100,5,46197.72313179398
06/2026,221214 Internal Auditor,45,1,45574.86311643518
06/2026,323211 Fitter (General),65,27,46177.72397619213
06/2026,323211 Fitter (General),75,12,46101.47668634259
06/2026,323211 Fitter (General),70,21,46140.83122959491
06/2026,323211 Fitter (General),80,1,45586.774872141206
06/2026,323211 Fitter (General),55,1,45570.58091423611
06/2026,323211 Fitter (General),60,7,46157.959060416666
06/2026,323211 Fitter (General),50,2,45930.6869996875
06/2026,323211 Fitter (General),40,1,46070.7915627662
06/2026,323211 Fitter (General),45,1,46191.80355324074
06/2026,323211 Fitter (General),35,1,45904.36619170139
06/2026,261399 Software and Applications Programmers nec,65,189,46199.84005983797
06/2026,261399 Software and Applications Programmers nec,75,317,46203.41956396991
06/2026,261399 Software and Applications Programmers nec,70,273,46203.77508564815
06/2026,261399 Software and Applications Programmers nec,80,314,46202.752271412035
06/2026,261399 Software and Applications Programmers nec,95,289,46196.60641033565
06/2026,261399 Software and Applications Programmers nec,90,480,46202.83850243055
06/2026,261399 Software and Applications Programmers nec,85,363,46203.83375142361
06/2026,261399 Software and Applications Programmers nec,55,13,46178.704004050924
06/2026,261399 Software and Applications Programmers nec,60,32,46187.92806524305
06/2026,261399 Software and Applications Programmers nec,50,6,46066.617246678245
06/2026,261399 Software and Applications Programmers nec,100,159,46195.7138505787
06/2026,261399 Software and Applications Programmers nec,105,26,46029.998378125
06/2026,261399 Software and Applications Programmers nec,45,1,45889.05836689815
06/2026,233513 Production or Plant Engineer,65,69,46194.09859528935
06/2026,233513 Production or Plant Engineer,75,83,46202.80382392361
06/2026,233513 Production or Plant Engineer,70,69,46193.66714644676
06/2026,233513 Production or Plant Engineer,80,61,46183.90258267361
06/2026,233513 Production or Plant Engineer,95,8,46174.57481709491
06/2026,233513 Production or Plant Engineer,90,22,46202.97090991898
06/2026,233513 Production or Plant Engineer,85,43,46176.61053726852
06/2026,233513 Production or Plant Engineer,55,15,45992.93449085648
06/2026,233513 Production or Plant Engineer,60,17,46141.67005324074
06/2026,233513 Production or Plant Engineer,50,3,45936.254335729165
06/2026,233513 Production or Plant Engineer,40,1,45560.7808008912
06/2026,233311 Electrical Engineer,65,300,46202.84048024306
06/2026,233311 Electrical Engineer,75,388,46203.8130446412
06/2026,233311 Electrical Engineer,70,369,46203.842396064814
06/2026,233311 Electrical Engineer,80,318,46201.09908105324
06/2026,233311 Electrical Engineer,95,56,46199.03541015046
06/2026,233311 Electrical Engineer,90,139,46200.61067260417
06/2026,233311 Electrical Engineer,85,270,46198.521901388885
06/2026,233311 Electrical Engineer,55,50,46199.87143194444
06/2026,233311 Electrical Engineer,60,104,46186.23927103009
06/2026,233311 Electrical Engineer,50,10,46137.56669236111
06/2026,233311 Electrical Engineer,100,15,46191.79917549768
06/2026,233311 Electrical Engineer,105,1,45843.66417754629
06/2026,233311 Electrical Engineer,45,11,46108.673881712966
06/2026,232111 Architect,65,84,46189.73359791667
06/2026,232111 Architect,75,137,46185.918128703706
06/2026,232111 Architect,70,126,46196.09865829861
06/2026,232111 Architect,80,93,46198.69841215278
06/2026,232111 Architect,90,3,46127.461927083335
06/2026,232111 Architect,85,68,46203.559148761575
06/2026,232111 Architect,55,5,46074.4975485301
06/2026,232111 Architect,60,23,46168.9827622338
06/2026,234212 Food Technologist,65,56,46177.01025497685
06/2026,234212 Food Technologist,75,76,46200.66175061343
06/2026,234212 Food Technologist,70,65,46197.433975775464
06/2026,234212 Food Technologist,80,64,46186.64725162037
06/2026,234212 Food Technologist,95,2,46202.53955390046
06/2026,234212 Food Technologist,90,4,46202.53403383102
06/2026,234212 Food Technologist,85,29,46194.443049918984
06/2026,234212 Food Technologist,55,9,46173.04639444444
06/2026,234212 Food Technologist,60,19,46190.70683579861
06/2026,234212 Food Technologist,50,2,45822.57111762732
06/2026,234212 Food Technologist,45,1,46124.76088148148
06/2026,221112 Management Accountant,65,84,46197.6033321412
06/2026,221112 Management Accountant,75,136,46177.911176354166
06/2026,221112 Management Accountant,70,142,46188.61826886574
06/2026,221112 Management Accountant,80,119,46185.66824105324
06/2026,221112 Management Accountant,95,38,46172.445957986114
06/2026,221112 Management Accountant,90,82,46203.913002511574
06/2026,221112 Management Accountant,85,126,46187.6847846875
06/2026,221112 Management Accountant,55,7,46186.63919077546
06/2026,221112 Management Accountant,60,20,46178.69314452546
06/2026,221112 Management Accountant,50,2,46008.58948125
06/2026,221112 Management Accountant,100,13,46161.586081747686
06/2026,221112 Management Accountant,105,1,45728.85330153935
06/2026,221112 Management Accountant,45,1,45979.96790887731
06/2026,312311 Electrical Engineering Draftsperson,65,7,46155.927963159724
06/2026,312311 Electrical Engineering Draftsperson,75,10,46177.40574803241
06/2026,312311 Electrical Engineering Draftsperson,70,12,46173.47382832176
06/2026,312311 Electrical Engineering Draftsperson,80,2,46145.92635181713
06/2026,312311 Electrical Engineering Draftsperson,55,2,46176.62590216435
06/2026,312311 Electrical Engineering Draftsperson,60,6,46190.62995616898
06/2026,312311 Electrical Engineering Draftsperson,45,1,46174.91571670139
06/2026,224711 Management Consultant,65,30,46203.70578171296
06/2026,224711 Management Consultant,75,70,46197.8256252662
06/2026,224711 Management Consultant,70,50,46200.721570752314
06/2026,224711 Management Consultant,80,20,46199.87105540509
06/2026,224711 Management Consultant,95,1,46188.57957303241
06/2026,224711 Management Consultant,90,4,46202.948561840276
06/2026,224711 Management Consultant,85,7,46202.815347916665
06/2026,224711 Management Consultant,55,1,45986.05753715278
06/2026,224711 Management Consultant,60,14,46183.862141006946
06/2026,224711 Management Consultant,50,2,46197.579436458334
06/2026,224711 Management Consultant,45,1,46075.120726423615
06/2026,234711 Veterinarian,65,13,46198.52226744213
06/2026,234711 Veterinarian,75,23,46154.70493703704
06/2026,234711 Veterinarian,70,6,46172.90272947917
06/2026,234711 Veterinarian,80,5,46182.23426099537
06/2026,234711 Veterinarian,90,1,46196.886613622686
06/2026,234711 Veterinarian,85,1,46193.599777083335
06/2026,234711 Veterinarian,55,1,45929.49714366898
06/2026,241411 Secondary School Teacher,65,219,46202.87884737269
06/2026,241411 Secondary School Teacher,75,270,46198.725246875
06/2026,241411 Secondary School Teacher,70,295,46199.67062225695
06/2026,241411 Secondary School Teacher,80,14,46203.63933263889
06/2026,241411 Secondary School Teacher,90,3,46192.40901319445
06/2026,241411 Secondary School Teacher,85,4,46203.03611342593
06/2026,241411 Secondary School Teacher,55,14,46196.70946114583
06/2026,241411 Secondary School Teacher,60,44,46196.99173209491
06/2026,241411 Secondary School Teacher,50,4,46107.53107700231
06/2026,241411 Secondary School Teacher,40,1,45905.79551423611
06/2026,241411 Secondary School Teacher,45,2,46119.705528819446
06/2026,134111 Child Care Centre Manager,65,2,45944.759761724534
06/2026,134111 Child Care Centre Manager,70,6,45960.913000775465
06/2026,134111 Child Care Centre Manager,60,2,46085.76607318287
06/2026,224111 Actuary,65,4,46188.962611724535
06/2026,224111 Actuary,75,27,46189.583166122684
06/2026,224111 Actuary,70,9,45996.40899753472
06/2026,224111 Actuary,80,23,46181.69092905093
06/2026,224111 Actuary,90,9,46202.72340501157
06/2026,224111 Actuary,85,29,46191.47771327546
