AsAt,Occupation,Score,only
05/2026,253111 General Practitioner,80,93
05/2026,253111 General Practitioner,95,2
05/2026,253111 General Practitioner,90,13
05/2026,253111 General Practitioner,85,59
05/2026,253111 General Practitioner,55,8
05/2026,253111 General Practitioner,60,7
05/2026,253111 General Practitioner,50,3
05/2026,234313 Environmental Research Scientist,65,10
05/2026,234313 Environmental Research Scientist,75,16
05/2026,234313 Environmental Research Scientist,70,13
05/2026,234313 Environmental Research Scientist,80,5
05/2026,234313 Environmental Research Scientist,90,10
05/2026,234313 Environmental Research Scientist,85,10
05/2026,234313 Environmental Research Scientist,55,1
05/2026,234313 Environmental Research Scientist,60,2
05/2026,234313 Environmental Research Scientist,100,1
05/2026,234313 Environmental Research Scientist,105,2
05/2026,233911 Aeronautical Engineer,65,18
05/2026,233911 Aeronautical Engineer,75,27
05/2026,233911 Aeronautical Engineer,70,26
05/2026,233911 Aeronautical Engineer,80,41
05/2026,233911 Aeronautical Engineer,95,5
05/2026,233911 Aeronautical Engineer,90,8
05/2026,233911 Aeronautical Engineer,85,36
05/2026,233911 Aeronautical Engineer,60,8
05/2026,233911 Aeronautical Engineer,50,3
05/2026,233911 Aeronautical Engineer,100,1
05/2026,234112 Agricultural Scientist,65,27
05/2026,234112 Agricultural Scientist,75,25
05/2026,234112 Agricultural Scientist,70,20
05/2026,234112 Agricultural Scientist,80,21
05/2026,234112 Agricultural Scientist,95,2
05/2026,234112 Agricultural Scientist,90,10
05/2026,234112 Agricultural Scientist,85,26
05/2026,234112 Agricultural Scientist,55,3
05/2026,234112 Agricultural Scientist,60,3
05/2026,234112 Agricultural Scientist,50,1
05/2026,234112 Agricultural Scientist,100,3
05/2026,234113 Forester,65,1
05/2026,234113 Forester,75,5
05/2026,234113 Forester,70,4
05/2026,234113 Forester,80,1
05/2026,234113 Forester,85,1
05/2026,234113 Forester,60,1
05/2026,234113 Forester,50,1
05/2026,271111 Barrister,75,2
05/2026,271111 Barrister,70,1
05/2026,271111 Barrister,80,1
05/2026,271111 Barrister,85,1
05/2026,313213 Telecommunications Network Planner,65,56
05/2026,313213 Telecommunications Network Planner,75,44
05/2026,313213 Telecommunications Network Planner,70,64
05/2026,313213 Telecommunications Network Planner,80,26
05/2026,313213 Telecommunications Network Planner,90,6
05/2026,313213 Telecommunications Network Planner,85,16
05/2026,313213 Telecommunications Network Planner,55,10
05/2026,313213 Telecommunications Network Planner,60,23
05/2026,313213 Telecommunications Network Planner,50,11
05/2026,313213 Telecommunications Network Planner,40,2
05/2026,313213 Telecommunications Network Planner,45,2
05/2026,313213 Telecommunications Network Planner,35,1
05/2026,331212 Carpenter,65,182
05/2026,331212 Carpenter,75,52
05/2026,331212 Carpenter,70,119
05/2026,331212 Carpenter,80,17
05/2026,331212 Carpenter,90,2
05/2026,331212 Carpenter,85,4
05/2026,331212 Carpenter,55,16
05/2026,331212 Carpenter,60,50
05/2026,331212 Carpenter,50,9
05/2026,331212 Carpenter,100,1
05/2026,331212 Carpenter,40,1
05/2026,331212 Carpenter,45,2
05/2026,331212 Carpenter,30,1
05/2026,272511 Social Worker,65,105
05/2026,272511 Social Worker,75,220
05/2026,272511 Social Worker,70,195
05/2026,272511 Social Worker,80,146
05/2026,272511 Social Worker,90,17
05/2026,272511 Social Worker,85,68
05/2026,272511 Social Worker,55,7
05/2026,272511 Social Worker,60,14
05/2026,272511 Social Worker,50,1
05/2026,332211 Painting Trades Worker,65,171
05/2026,332211 Painting Trades Worker,75,69
05/2026,332211 Painting Trades Worker,70,135
05/2026,332211 Painting Trades Worker,80,23
05/2026,332211 Painting Trades Worker,90,1
05/2026,332211 Painting Trades Worker,85,1
05/2026,332211 Painting Trades Worker,55,8
05/2026,332211 Painting Trades Worker,60,29
05/2026,332211 Painting Trades Worker,50,3
05/2026,342313 Electronic Equipment Trades Worker,65,43
05/2026,342313 Electronic Equipment Trades Worker,75,15
05/2026,342313 Electronic Equipment Trades Worker,70,32
05/2026,342313 Electronic Equipment Trades Worker,80,9
05/2026,342313 Electronic Equipment Trades Worker,85,5
05/2026,342313 Electronic Equipment Trades Worker,55,8
05/2026,342313 Electronic Equipment Trades Worker,60,9
05/2026,233612 Petroleum Engineer,65,20
05/2026,233612 Petroleum Engineer,75,32
05/2026,233612 Petroleum Engineer,70,22
05/2026,233612 Petroleum Engineer,80,23
05/2026,233612 Petroleum Engineer,95,2
05/2026,233612 Petroleum Engineer,85,23
05/2026,233612 Petroleum Engineer,55,6
05/2026,233612 Petroleum Engineer,60,9
05/2026,233612 Petroleum Engineer,50,3
05/2026,233612 Petroleum Engineer,105,1
05/2026,233612 Petroleum Engineer,40,1
05/2026,252111 Chiropractor,65,3
05/2026,252111 Chiropractor,75,10
05/2026,252111 Chiropractor,70,6
05/2026,252111 Chiropractor,80,49
05/2026,252111 Chiropractor,90,1
05/2026,252111 Chiropractor,85,6
05/2026,252111 Chiropractor,60,1
05/2026,313212 Telecommunications Field Engineer,65,10
05/2026,313212 Telecommunications Field Engineer,75,20
05/2026,313212 Telecommunications Field Engineer,70,20
05/2026,313212 Telecommunications Field Engineer,80,10
05/2026,313212 Telecommunications Field Engineer,90,11
05/2026,313212 Telecommunications Field Engineer,85,8
05/2026,313212 Telecommunications Field Engineer,55,2
05/2026,313212 Telecommunications Field Engineer,60,3
05/2026,233915 Environmental Engineer,65,24
05/2026,233915 Environmental Engineer,75,36
05/2026,233915 Environmental Engineer,70,26
05/2026,233915 Environmental Engineer,80,27
05/2026,233915 Environmental Engineer,95,14
05/2026,233915 Environmental Engineer,90,29
05/2026,233915 Environmental Engineer,85,31
05/2026,233915 Environmental Engineer,55,2
05/2026,233915 Environmental Engineer,60,7
05/2026,394111 Cabinetmaker,65,16
05/2026,394111 Cabinetmaker,75,9
05/2026,394111 Cabinetmaker,70,15
05/2026,394111 Cabinetmaker,80,3
05/2026,394111 Cabinetmaker,85,2
05/2026,394111 Cabinetmaker,55,1
05/2026,394111 Cabinetmaker,60,7
05/2026,394111 Cabinetmaker,50,2
05/2026,394111 Cabinetmaker,45,1
05/2026,254415 Registered Nurse (Critical Care and Emergency),65,261
05/2026,254415 Registered Nurse (Critical Care and Emergency),75,117
05/2026,254415 Registered Nurse (Critical Care and Emergency),70,152
05/2026,254415 Registered Nurse (Critical Care and Emergency),80,34
05/2026,254415 Registered Nurse (Critical Care and Emergency),90,2
05/2026,254415 Registered Nurse (Critical Care and Emergency),85,22
05/2026,254415 Registered Nurse (Critical Care and Emergency),55,37
05/2026,254415 Registered Nurse (Critical Care and Emergency),60,55
05/2026,254415 Registered Nurse (Critical Care and Emergency),50,10
05/2026,254415 Registered Nurse (Critical Care and Emergency),40,1
05/2026,254415 Registered Nurse (Critical Care and Emergency),45,3
05/2026,224311 Economist,65,18
05/2026,224311 Economist,75,20
05/2026,224311 Economist,70,7
05/2026,224311 Economist,80,18
05/2026,224311 Economist,90,10
05/2026,224311 Economist,85,21
05/2026,224311 Economist,60,5
05/2026,224311 Economist,45,1
05/2026,234514 Biotechnologist,65,28
05/2026,234514 Biotechnologist,75,32
05/2026,234514 Biotechnologist,70,29
05/2026,234514 Biotechnologist,80,36
05/2026,234514 Biotechnologist,95,6
05/2026,234514 Biotechnologist,90,20
05/2026,234514 Biotechnologist,85,29
05/2026,234514 Biotechnologist,55,6
05/2026,234514 Biotechnologist,60,8
05/2026,234514 Biotechnologist,100,3
05/2026,331111 Bricklayer,65,37
05/2026,331111 Bricklayer,75,10
05/2026,331111 Bricklayer,70,10
05/2026,331111 Bricklayer,80,2
05/2026,331111 Bricklayer,85,1
05/2026,331111 Bricklayer,55,6
05/2026,331111 Bricklayer,60,8
05/2026,331111 Bricklayer,45,1
05/2026,139912 Environmental Manager,65,14
05/2026,139912 Environmental Manager,75,24
05/2026,139912 Environmental Manager,70,16
05/2026,139912 Environmental Manager,80,7
05/2026,139912 Environmental Manager,90,4
05/2026,139912 Environmental Manager,85,6
05/2026,139912 Environmental Manager,55,4
05/2026,139912 Environmental Manager,60,5
05/2026,139912 Environmental Manager,50,1
05/2026,233511 Industrial Engineer,65,53
05/2026,233511 Industrial Engineer,75,61
05/2026,233511 Industrial Engineer,70,55
05/2026,233511 Industrial Engineer,80,49
05/2026,233511 Industrial Engineer,95,14
05/2026,233511 Industrial Engineer,90,38
05/2026,233511 Industrial Engineer,85,42
05/2026,233511 Industrial Engineer,55,6
05/2026,233511 Industrial Engineer,60,21
05/2026,233511 Industrial Engineer,50,3
05/2026,233511 Industrial Engineer,100,1
05/2026,139911 Arts Administrator or Manager,65,7
05/2026,139911 Arts Administrator or Manager,75,3
05/2026,139911 Arts Administrator or Manager,70,3
05/2026,139911 Arts Administrator or Manager,80,4
05/2026,139911 Arts Administrator or Manager,90,3
05/2026,139911 Arts Administrator or Manager,85,2
05/2026,139911 Arts Administrator or Manager,55,1
05/2026,254412 Registered Nurse (Aged Care),65,142
05/2026,254412 Registered Nurse (Aged Care),75,216
05/2026,254412 Registered Nurse (Aged Care),70,193
05/2026,254412 Registered Nurse (Aged Care),80,105
05/2026,254412 Registered Nurse (Aged Care),90,4
05/2026,254412 Registered Nurse (Aged Care),85,23
05/2026,254412 Registered Nurse (Aged Care),55,11
05/2026,254412 Registered Nurse (Aged Care),60,29
05/2026,254412 Registered Nurse (Aged Care),50,4
05/2026,254412 Registered Nurse (Aged Care),110,1
05/2026,254412 Registered Nurse (Aged Care),105,1
05/2026,254412 Registered Nurse (Aged Care),40,1
05/2026,254412 Registered Nurse (Aged Care),45,3
05/2026,253999 Medical Practitioners nec,65,34
05/2026,253999 Medical Practitioners nec,75,62
05/2026,253999 Medical Practitioners nec,70,43
05/2026,253999 Medical Practitioners nec,80,64
05/2026,253999 Medical Practitioners nec,90,12
05/2026,253999 Medical Practitioners nec,85,48
05/2026,253999 Medical Practitioners nec,55,5
05/2026,253999 Medical Practitioners nec,60,7
05/2026,253999 Medical Practitioners nec,50,1
05/2026,234412 Geophysicist,65,4
05/2026,234412 Geophysicist,75,3
05/2026,234412 Geophysicist,70,3
05/2026,234412 Geophysicist,80,4
05/2026,234412 Geophysicist,90,1
05/2026,234412 Geophysicist,85,2
05/2026,234412 Geophysicist,55,1
05/2026,234412 Geophysicist,100,1
05/2026,224113 Statistician,65,31
05/2026,224113 Statistician,75,56
05/2026,224113 Statistician,70,43
05/2026,224113 Statistician,80,49
05/2026,224113 Statistician,95,22
05/2026,224113 Statistician,90,71
05/2026,224113 Statistician,85,81
05/2026,224113 Statistician,55,3
05/2026,224113 Statistician,60,11
05/2026,224113 Statistician,50,1
05/2026,224113 Statistician,100,3
05/2026,224113 Statistician,105,3
05/2026,341111 Electrician (General),65,30
05/2026,341111 Electrician (General),75,4
05/2026,341111 Electrician (General),70,16
05/2026,341111 Electrician (General),80,3
05/2026,341111 Electrician (General),55,6
05/2026,341111 Electrician (General),60,5
05/2026,341111 Electrician (General),50,2
05/2026,341111 Electrician (General),45,2
05/2026,252511 Physiotherapist,65,36
05/2026,252511 Physiotherapist,75,71
05/2026,252511 Physiotherapist,70,86
05/2026,252511 Physiotherapist,80,60
05/2026,252511 Physiotherapist,95,1
05/2026,252511 Physiotherapist,90,4
05/2026,252511 Physiotherapist,85,23
05/2026,252511 Physiotherapist,55,9
05/2026,252511 Physiotherapist,60,10
05/2026,252511 Physiotherapist,50,3
05/2026,252511 Physiotherapist,40,1
05/2026,251211 Medical Diagnostic Radiographer,65,16
05/2026,251211 Medical Diagnostic Radiographer,75,29
05/2026,251211 Medical Diagnostic Radiographer,70,15
05/2026,251211 Medical Diagnostic Radiographer,80,26
05/2026,251211 Medical Diagnostic Radiographer,90,1
05/2026,251211 Medical Diagnostic Radiographer,85,2
05/2026,251211 Medical Diagnostic Radiographer,55,1
05/2026,251211 Medical Diagnostic Radiographer,60,2
05/2026,232213 Cartographer,65,1
05/2026,232213 Cartographer,70,2
05/2026,232213 Cartographer,85,1
05/2026,232213 Cartographer,55,1
05/2026,232213 Cartographer,60,1
05/2026,342315 Electronic Instrument Trades Worker (Special Class),65,7
05/2026,342315 Electronic Instrument Trades Worker (Special Class),75,9
05/2026,342315 Electronic Instrument Trades Worker (Special Class),70,6
05/2026,342315 Electronic Instrument Trades Worker (Special Class),80,2
05/2026,342315 Electronic Instrument Trades Worker (Special Class),85,1
05/2026,342315 Electronic Instrument Trades Worker (Special Class),60,2
05/2026,312212 Civil Engineering Technician,65,248
05/2026,312212 Civil Engineering Technician,75,228
05/2026,312212 Civil Engineering Technician,70,220
05/2026,312212 Civil Engineering Technician,80,151
05/2026,312212 Civil Engineering Technician,95,9
05/2026,312212 Civil Engineering Technician,90,54
05/2026,312212 Civil Engineering Technician,85,110
05/2026,312212 Civil Engineering Technician,55,38
05/2026,312212 Civil Engineering Technician,60,66
05/2026,312212 Civil Engineering Technician,50,7
05/2026,312212 Civil Engineering Technician,105,1
05/2026,312212 Civil Engineering Technician,40,3
05/2026,312212 Civil Engineering Technician,45,5
05/2026,253912 Emergency Medicine Specialist,65,6
05/2026,253912 Emergency Medicine Specialist,75,6
05/2026,253912 Emergency Medicine Specialist,70,3
05/2026,253912 Emergency Medicine Specialist,80,5
05/2026,253912 Emergency Medicine Specialist,90,1
05/2026,253912 Emergency Medicine Specialist,85,4
05/2026,234312 Environmental Consultant,65,27
05/2026,234312 Environmental Consultant,75,32
05/2026,234312 Environmental Consultant,70,26
05/2026,234312 Environmental Consultant,80,33
05/2026,234312 Environmental Consultant,95,3
05/2026,234312 Environmental Consultant,90,18
05/2026,234312 Environmental Consultant,85,28
05/2026,234312 Environmental Consultant,55,2
05/2026,234312 Environmental Consultant,60,8
05/2026,234312 Environmental Consultant,100,2
05/2026,234312 Environmental Consultant,45,1
05/2026,234517 Microbiologist,65,38
05/2026,234517 Microbiologist,75,21
05/2026,234517 Microbiologist,70,25
05/2026,234517 Microbiologist,80,16
05/2026,234517 Microbiologist,95,1
05/2026,234517 Microbiologist,90,7
05/2026,234517 Microbiologist,85,15
05/2026,234517 Microbiologist,55,4
05/2026,234517 Microbiologist,60,6
05/2026,234517 Microbiologist,50,2
05/2026,234517 Microbiologist,100,2
05/2026,322211 Sheetmetal Trades Worker,65,1
05/2026,322211 Sheetmetal Trades Worker,75,1
05/2026,232112 Landscape Architect,65,28
05/2026,232112 Landscape Architect,75,34
05/2026,232112 Landscape Architect,70,21
05/2026,232112 Landscape Architect,80,23
05/2026,232112 Landscape Architect,95,1
05/2026,232112 Landscape Architect,90,8
05/2026,232112 Landscape Architect,85,20
05/2026,232112 Landscape Architect,55,3
05/2026,232112 Landscape Architect,60,9
05/2026,252712 Speech Pathologist,65,8
05/2026,252712 Speech Pathologist,75,25
05/2026,252712 Speech Pathologist,70,12
05/2026,252712 Speech Pathologist,80,34
05/2026,252712 Speech Pathologist,90,3
05/2026,252712 Speech Pathologist,85,19
05/2026,252712 Speech Pathologist,60,2
05/2026,322311 Metal Fabricator,65,21
05/2026,322311 Metal Fabricator,75,13
05/2026,322311 Metal Fabricator,70,23
05/2026,322311 Metal Fabricator,80,6
05/2026,322311 Metal Fabricator,85,1
05/2026,322311 Metal Fabricator,55,2
05/2026,322311 Metal Fabricator,60,2
05/2026,322311 Metal Fabricator,50,3
05/2026,322311 Metal Fabricator,45,2
05/2026,234999 Natural and Physical Science Professionals nec,65,1
05/2026,234999 Natural and Physical Science Professionals nec,75,2
05/2026,234999 Natural and Physical Science Professionals nec,70,1
05/2026,234999 Natural and Physical Science Professionals nec,85,1
05/2026,234999 Natural and Physical Science Professionals nec,60,1
05/2026,234914 Physicist,65,8
05/2026,234914 Physicist,75,8
05/2026,234914 Physicist,70,9
05/2026,234914 Physicist,80,7
05/2026,234914 Physicist,95,3
05/2026,234914 Physicist,90,4
05/2026,234914 Physicist,85,5
05/2026,234914 Physicist,55,1
05/2026,234914 Physicist,60,1
