AsAt,OccGroup,Score,n,pool_doe_max,pool_doe_min
06/2026,2541 Midwives,80,1,46186.663819444446,46186.66096064815
06/2026,2541 Midwives,60,1,46196.205,46196.205
06/2026,2541 Midwives,45,1,46125.63732638889,46125.63732638889
06/2026,3341 Plumbers,65,5,46221.890231481484,46147.68194444444
06/2026,3341 Plumbers,70,1,46189.70230324074,46189.70230324074
06/2026,3341 Plumbers,55,2,46050.206458333334,46035.82858796296
06/2026,3341 Plumbers,60,3,46171.20490740741,45663.21197916667
06/2026,3341 Plumbers,40,1,46097.56953703704,46097.56953703704
06/2026,3241 Panelbeaters,65,6,46198.20940972222,45923.76888888889
06/2026,3241 Panelbeaters,70,1,46114.76721064815,46114.76721064815
06/2026,3991 Boat Builders and Shipwrights,65,1,46182.715208333335,46182.715208333335
06/2026,3991 Boat Builders and Shipwrights,75,2,46151.20552083333,46035.20686342593
06/2026,3991 Boat Builders and Shipwrights,70,1,45923.20815972222,45923.20815972222
06/2026,2533 Internal Medicine Specialists,65,11,46239.20633101852,45589.49491898148
06/2026,2533 Internal Medicine Specialists,75,5,46245.210856481484,45842.040810185186
06/2026,2533 Internal Medicine Specialists,70,4,46261.20773148148,45603.90380787037
06/2026,2533 Internal Medicine Specialists,80,1,46191.828194444446,46191.828194444446
06/2026,2533 Internal Medicine Specialists,55,1,46218.20891203704,45989.80756944444
06/2026,2533 Internal Medicine Specialists,60,3,46225.20591435185,45933.20520833333
06/2026,2533 Internal Medicine Specialists,40,1,46159.21491898148,45794.20574074074
06/2026,3332 Plasterers,65,3,46202.20747685185,46151.78686342593
06/2026,3332 Plasterers,75,3,46191.57350694444,46181.692349537036
06/2026,3332 Plasterers,70,4,46191.56694444444,46181.68715277778
06/2026,3332 Plasterers,60,3,46156.20454861111,45567.18722222222
06/2026,3611 Animal Attendants and Trainers,65,2,45996.20625,45740.54825231482
06/2026,3611 Animal Attendants and Trainers,80,1,46148.20650462963,46148.20650462963
06/2026,3334 Wall and Floor Tilers,65,11,46236.209548611114,46144.78155092592
06/2026,3334 Wall and Floor Tilers,75,3,46205.20616898148,46178.76079861111
06/2026,3334 Wall and Floor Tilers,70,3,46184.42443287037,46178.75666666667
06/2026,3334 Wall and Floor Tilers,55,4,46219.20814814815,45854.20359953704
06/2026,3334 Wall and Floor Tilers,60,5,46242.20569444444,45890.490335648145
06/2026,2112 Music Professionals,65,1,46267.208703703705,46139.73326388889
06/2026,2112 Music Professionals,70,1,46216.20761574074,45851.21938657408
06/2026,2112 Music Professionals,85,1,46235.20949074074,46197.537673611114
06/2026,3211 Automotive Electricians,65,11,46242.20569444444,45552.70392361111
06/2026,3211 Automotive Electricians,75,4,46252.205925925926,45686.45997685185
06/2026,3211 Automotive Electricians,70,8,46215.213530092595,45726.60532407407
06/2026,3211 Automotive Electricians,80,1,46169.20512731482,46169.20512731482
06/2026,3211 Automotive Electricians,60,1,46152.22063657407,45756.83325231481
06/2026,2534 Psychiatrists,75,1,45956.367939814816,45956.367939814816
06/2026,2534 Psychiatrists,55,1,45971.995150462964,45971.995150462964
06/2026,2534 Psychiatrists,60,1,45971.97467592593,45971.97467592593
06/2026,2514 Optometrists and Orthoptists,65,2,46178.59810185185,46029.59756944444
06/2026,2514 Optometrists and Orthoptists,75,10,46229.212847222225,45873.204780092594
06/2026,2514 Optometrists and Orthoptists,70,2,46089.688101851854,45875.69663194445
06/2026,2514 Optometrists and Orthoptists,80,1,46253.205509259256,46191.90708333333
06/2026,2535 Surgeons,65,4,46184.97798611111,45797.48166666667
06/2026,2535 Surgeons,70,1,46133.20638888889,46133.20638888889
06/2026,2535 Surgeons,55,1,46165.206655092596,45800.204305555555
06/2026,2535 Surgeons,50,1,45911.20431712963,45911.20431712963
06/2026,3422 Electrical Distribution Trades Workers,65,1,46021.20462962963,46021.20462962963
06/2026,3422 Electrical Distribution Trades Workers,60,1,46259.20663194444,45894.20516203704
06/2026,2526 Podiatrists,65,2,46064.20780092593,45869.58181712963
06/2026,2526 Podiatrists,75,7,46241.20543981482,45854.12097222222
06/2026,2526 Podiatrists,70,3,46247.20653935185,46053.205092592594
06/2026,"2111 Actors, Dancers and Other Entertainers",65,1,46070.861875,46070.861875
06/2026,"2111 Actors, Dancers and Other Entertainers",75,2,46187.21666666667,45716.611238425925
06/2026,4524 Sportspersons,70,1,46258.205046296294,46170.516226851854
05/2026,2613 Software and Applications Programmers,65,1401,46267.208703703705,45448.76325231481
05/2026,2613 Software and Applications Programmers,75,2113,46267.208703703705,45443.77358796296
05/2026,2613 Software and Applications Programmers,70,1842,46267.208703703705,45443.523252314815
05/2026,2613 Software and Applications Programmers,80,1950,46267.208703703705,45450.76357638889
05/2026,2613 Software and Applications Programmers,95,1339,46267.208703703705,45470.73626157407
05/2026,2613 Software and Applications Programmers,90,2365,46267.208703703705,45446.55535879629
05/2026,2613 Software and Applications Programmers,85,2149,46267.208703703705,45457.62547453704
05/2026,2613 Software and Applications Programmers,55,127,46260.20512731482,45575.731724537036
05/2026,2613 Software and Applications Programmers,60,323,46265.211539351854,45471.7628125
05/2026,2613 Software and Applications Programmers,50,43,46255.208032407405,45640.822060185186
05/2026,2613 Software and Applications Programmers,110,4,46116.20584490741,45927.449155092596
05/2026,2613 Software and Applications Programmers,100,527,46265.211539351854,45581.231574074074
05/2026,2613 Software and Applications Programmers,105,61,46249.20521990741,45722.55652777778
05/2026,2613 Software and Applications Programmers,45,8,46225.20591435185,45659.943032407406
05/2026,2613 Software and Applications Programmers,30,2,46039.65833333333,46039.22453703704
05/2026,2613 Software and Applications Programmers,25,1,46126.88978009259,46126.88978009259
05/2026,2613 Software and Applications Programmers,115,1,46108.204722222225,45858.20439814815
05/2026,3212 Motor Mechanics,65,265,46267.208703703705,45447.154814814814
05/2026,3212 Motor Mechanics,75,243,46264.213784722226,45520.922847222224
05/2026,3212 Motor Mechanics,70,277,46260.20512731482,45490.67883101852
05/2026,3212 Motor Mechanics,80,137,46264.213784722226,45537.67900462963
05/2026,3212 Motor Mechanics,95,12,46248.20554398148,45728.70868055556
05/2026,3212 Motor Mechanics,90,28,46237.20798611111,45558.766388888886
05/2026,3212 Motor Mechanics,85,71,46251.204930555556,45475.63862268518
05/2026,3212 Motor Mechanics,55,26,46229.212847222225,45573.61130787037
05/2026,3212 Motor Mechanics,60,65,46266.21104166667,45581.9219212963
05/2026,3212 Motor Mechanics,50,4,46252.205925925926,45785.52940972222
05/2026,3212 Motor Mechanics,45,2,46184.2065625,45933.988483796296
05/2026,3212 Motor Mechanics,30,1,46081.20538194444,45973.33526620371
05/2026,2332 Civil Engineering Professionals,65,849,46267.208703703705,45450.669756944444
05/2026,2332 Civil Engineering Professionals,75,994,46267.208703703705,45449.639189814814
05/2026,2332 Civil Engineering Professionals,70,907,46267.208703703705,45471.70240740741
05/2026,2332 Civil Engineering Professionals,80,830,46267.208703703705,45447.88575231482
05/2026,2332 Civil Engineering Professionals,95,129,46264.213784722226,45671.74972222222
05/2026,2332 Civil Engineering Professionals,90,373,46263.210752314815,45482.76133101852
05/2026,2332 Civil Engineering Professionals,85,690,46267.208703703705,45450.49146990741
05/2026,2332 Civil Engineering Professionals,55,81,46265.211539351854,45504.24188657408
05/2026,2332 Civil Engineering Professionals,60,194,46267.208703703705,45452.67769675926
05/2026,2332 Civil Engineering Professionals,50,25,46263.210752314815,45594.75798611111
05/2026,2332 Civil Engineering Professionals,110,1,46080.20591435185,46080.20591435185
05/2026,2332 Civil Engineering Professionals,100,33,46230.20935185185,45637.71815972222
05/2026,2332 Civil Engineering Professionals,105,1,46025.20633101852,45971.20501157407
05/2026,2332 Civil Engineering Professionals,40,2,46089.20905092593,45724.208645833336
05/2026,2332 Civil Engineering Professionals,45,8,46266.21104166667,45561.79377314815
05/2026,2332 Civil Engineering Professionals,30,1,46177.20538194444,46023.92493055556
05/2026,2411 Early Childhood (Pre-primary School) Teachers,65,851,46267.208703703705,45474.62767361111
05/2026,2411 Early Childhood (Pre-primary School) Teachers,75,1108,46267.208703703705,45504.49288194445
05/2026,2411 Early Childhood (Pre-primary School) Teachers,70,1265,46267.208703703705,45454.55811342593
05/2026,2411 Early Childhood (Pre-primary School) Teachers,80,1014,46266.21104166667,45540.580462962964
05/2026,2411 Early Childhood (Pre-primary School) Teachers,95,3,46152.46619212963,46025.450902777775
05/2026,2411 Early Childhood (Pre-primary School) Teachers,90,155,46266.21104166667,45449.92314814815
05/2026,2411 Early Childhood (Pre-primary School) Teachers,85,1067,46267.208703703705,45475.68615740741
05/2026,2411 Early Childhood (Pre-primary School) Teachers,55,61,46259.20663194444,45713.81685185185
05/2026,2411 Early Childhood (Pre-primary School) Teachers,60,224,46266.21104166667,45542.644212962965
05/2026,2411 Early Childhood (Pre-primary School) Teachers,50,21,46260.20512731482,45720.44310185185
05/2026,2411 Early Childhood (Pre-primary School) Teachers,100,1,46187.21666666667,46148.848715277774
05/2026,2411 Early Childhood (Pre-primary School) Teachers,40,2,46147.72959490741,45941.90578703704
05/2026,2411 Early Childhood (Pre-primary School) Teachers,45,3,46221.20884259259,45965.59197916667
05/2026,2411 Early Childhood (Pre-primary School) Teachers,125,1,46171.94123842593,46171.94123842593
05/2026,2611 ICT Business and Systems Analysts,65,678,46267.208703703705,45453.885925925926
05/2026,2611 ICT Business and Systems Analysts,75,1083,46267.208703703705,45443.590902777774
05/2026,2611 ICT Business and Systems Analysts,70,832,46265.211539351854,45455.6446875
05/2026,2611 ICT Business and Systems Analysts,80,1160,46267.208703703705,45456.50533564815
05/2026,2611 ICT Business and Systems Analysts,95,646,46267.208703703705,45459.59976851852
05/2026,2611 ICT Business and Systems Analysts,90,1155,46267.208703703705,45456.45347222222
05/2026,2611 ICT Business and Systems Analysts,85,1008,46266.21104166667,45443.81701388889
05/2026,2611 ICT Business and Systems Analysts,55,54,46260.20512731482,45575.690474537034
05/2026,2611 ICT Business and Systems Analysts,60,131,46267.208703703705,45582.229525462964
05/2026,2611 ICT Business and Systems Analysts,50,20,46257.20914351852,45719.71037037037
05/2026,2611 ICT Business and Systems Analysts,110,1,46261.20773148148,46171.71229166666
05/2026,2611 ICT Business and Systems Analysts,100,230,46263.210752314815,45540.64628472222
05/2026,2611 ICT Business and Systems Analysts,105,11,46184.2065625,45969.067094907405
05/2026,2611 ICT Business and Systems Analysts,40,1,46087.10634259259,46087.10634259259
05/2026,2611 ICT Business and Systems Analysts,45,1,45970.20979166667,45970.20979166667
05/2026,2211 Accountants,65,569,46267.208703703705,45448.504328703704
05/2026,2211 Accountants,75,862,46267.208703703705,45457.69594907408
05/2026,2211 Accountants,70,904,46266.21104166667,45443.95166666667
05/2026,2211 Accountants,80,718,46266.21104166667,45450.63818287037
05/2026,2211 Accountants,95,280,46266.21104166667,45462.73554398148
05/2026,2211 Accountants,90,516,46267.208703703705,45467.71399305556
05/2026,2211 Accountants,85,755,46267.208703703705,45461.70958333334
05/2026,2211 Accountants,55,32,46255.208032407405,45737.58489583333
05/2026,2211 Accountants,60,123,46267.208703703705,45505.44681712963
05/2026,2211 Accountants,50,9,46213.205416666664,45733.205983796295
05/2026,2211 Accountants,110,1,46246.21188657408,46101.24579861111
05/2026,2211 Accountants,100,97,46262.20508101852,45551.501296296294
05/2026,2211 Accountants,105,4,46184.2065625,45830.82436342593
05/2026,2211 Accountants,45,7,46230.20935185185,45573.65059027778
05/2026,2211 Accountants,35,1,45939.204976851855,45614.67376157407
05/2026,2344 Geologists Geophysicists and Hydrogeologists,65,9,46228.21045138889,45570.97539351852
05/2026,2344 Geologists Geophysicists and Hydrogeologists,75,6,46265.211539351854,45554.87509259259
05/2026,2344 Geologists Geophysicists and Hydrogeologists,70,5,46234.20611111111,45809.65925925926
05/2026,2344 Geologists Geophysicists and Hydrogeologists,80,5,46172.20578703703,46078.58392361111
05/2026,2344 Geologists Geophysicists and Hydrogeologists,90,2,46145.00292824074,46071.45799768518
05/2026,2344 Geologists Geophysicists and Hydrogeologists,85,3,46053.922372685185,45908.673425925925
05/2026,2344 Geologists Geophysicists and Hydrogeologists,55,1,46199.2091087963,45750.44130787037
05/2026,2344 Geologists Geophysicists and Hydrogeologists,60,3,46256.2065625,45593.76751157407
05/2026,2344 Geologists Geophysicists and Hydrogeologists,100,1,46173.44563657408,46173.44563657408
05/2026,"2621 Database and Systems Administrators, and ICT Security Specialists",65,190,46262.20508101852,45455.687743055554
05/2026,"2621 Database and Systems Administrators, and ICT Security Specialists",75,237,46263.210752314815,45481.72922453703
05/2026,"2621 Database and Systems Administrators, and ICT Security Specialists",70,209,46264.213784722226,45540.61069444445
05/2026,"2621 Database and Systems Administrators, and ICT Security Specialists",80,260,46266.21104166667,45449.701875
05/2026,"2621 Database and Systems Administrators, and ICT Security Specialists",95,128,46264.213784722226,45595.466203703705
05/2026,"2621 Database and Systems Administrators, and ICT Security Specialists",90,228,46265.211539351854,45448.679189814815
05/2026,"2621 Database and Systems Administrators, and ICT Security Specialists",85,222,46262.20508101852,45488.566770833335
05/2026,"2621 Database and Systems Administrators, and ICT Security Specialists",55,20,46259.20663194444,45678.65420138889
05/2026,"2621 Database and Systems Administrators, and ICT Security Specialists",60,36,46262.20508101852,45626.144270833334
05/2026,"2621 Database and Systems Administrators, and ICT Security Specialists",50,6,46170.65849537037,45796.20402777778
05/2026,"2621 Database and Systems Administrators, and ICT Security Specialists",100,32,46242.20569444444,45581.231574074074
05/2026,"2621 Database and Systems Administrators, and ICT Security Specialists",105,1,46017.20549768519,46004.2109375
05/2026,"2212 Auditors, Company Secretaries and Corporate Treasurers",65,301,46261.20773148148,45491.74030092593
05/2026,"2212 Auditors, Company Secretaries and Corporate Treasurers",75,383,46267.208703703705,45448.50325231482
