Visa,OccGroup,State,n
190SAS Skilled Australian Sponsored,1213 Livestock Farmers,NSW,12
190SAS Skilled Australian Sponsored,1213 Livestock Farmers,QLD,6
190SAS Skilled Australian Sponsored,1213 Livestock Farmers,SA,14
190SAS Skilled Australian Sponsored,1213 Livestock Farmers,WA,10
190SAS Skilled Australian Sponsored,1213 Livestock Farmers,ACT,4
190SAS Skilled Australian Sponsored,1213 Livestock Farmers,TAS,5
190SAS Skilled Australian Sponsored,1213 Livestock Farmers,NT,4
190SAS Skilled Australian Sponsored,"2242 Archivists, Curators and Records Managers",VIC,63
190SAS Skilled Australian Sponsored,"2242 Archivists, Curators and Records Managers",ANY,13
190SAS Skilled Australian Sponsored,"2242 Archivists, Curators and Records Managers",NSW,42
190SAS Skilled Australian Sponsored,"2242 Archivists, Curators and Records Managers",QLD,32
190SAS Skilled Australian Sponsored,"2242 Archivists, Curators and Records Managers",SA,62
190SAS Skilled Australian Sponsored,"2242 Archivists, Curators and Records Managers",WA,27
190SAS Skilled Australian Sponsored,"2242 Archivists, Curators and Records Managers",ACT,38
190SAS Skilled Australian Sponsored,"2242 Archivists, Curators and Records Managers",TAS,23
190SAS Skilled Australian Sponsored,"2242 Archivists, Curators and Records Managers",NT,18
190SAS Skilled Australian Sponsored,3129 Other Building and Engineering Technicians,VIC,56
190SAS Skilled Australian Sponsored,3129 Other Building and Engineering Technicians,ANY,24
190SAS Skilled Australian Sponsored,3129 Other Building and Engineering Technicians,NSW,69
190SAS Skilled Australian Sponsored,3129 Other Building and Engineering Technicians,QLD,52
190SAS Skilled Australian Sponsored,3129 Other Building and Engineering Technicians,SA,69
190SAS Skilled Australian Sponsored,3129 Other Building and Engineering Technicians,WA,69
190SAS Skilled Australian Sponsored,3129 Other Building and Engineering Technicians,ACT,40
190SAS Skilled Australian Sponsored,3129 Other Building and Engineering Technicians,TAS,22
190SAS Skilled Australian Sponsored,3129 Other Building and Engineering Technicians,NT,22
190SAS Skilled Australian Sponsored,2492 Private Tutors and Teachers,VIC,219
190SAS Skilled Australian Sponsored,2492 Private Tutors and Teachers,ANY,44
190SAS Skilled Australian Sponsored,2492 Private Tutors and Teachers,NSW,127
190SAS Skilled Australian Sponsored,2492 Private Tutors and Teachers,QLD,67
190SAS Skilled Australian Sponsored,2492 Private Tutors and Teachers,SA,157
190SAS Skilled Australian Sponsored,2492 Private Tutors and Teachers,WA,84
190SAS Skilled Australian Sponsored,2492 Private Tutors and Teachers,ACT,75
190SAS Skilled Australian Sponsored,2492 Private Tutors and Teachers,TAS,62
190SAS Skilled Australian Sponsored,2492 Private Tutors and Teachers,NT,60
190SAS Skilled Australian Sponsored,2524 Occupational Therapists,VIC,243
190SAS Skilled Australian Sponsored,2524 Occupational Therapists,ANY,38
190SAS Skilled Australian Sponsored,2524 Occupational Therapists,NSW,176
190SAS Skilled Australian Sponsored,2524 Occupational Therapists,QLD,133
190SAS Skilled Australian Sponsored,2524 Occupational Therapists,SA,94
190SAS Skilled Australian Sponsored,2524 Occupational Therapists,WA,156
190SAS Skilled Australian Sponsored,2524 Occupational Therapists,ACT,51
190SAS Skilled Australian Sponsored,2524 Occupational Therapists,TAS,35
190SAS Skilled Australian Sponsored,2524 Occupational Therapists,NT,33
190SAS Skilled Australian Sponsored,2519 Other Health Diagnostic and Promotion Professionals,VIC,99
190SAS Skilled Australian Sponsored,2519 Other Health Diagnostic and Promotion Professionals,ANY,40
190SAS Skilled Australian Sponsored,2519 Other Health Diagnostic and Promotion Professionals,NSW,48
190SAS Skilled Australian Sponsored,2519 Other Health Diagnostic and Promotion Professionals,QLD,37
190SAS Skilled Australian Sponsored,2519 Other Health Diagnostic and Promotion Professionals,SA,76
190SAS Skilled Australian Sponsored,2519 Other Health Diagnostic and Promotion Professionals,WA,72
190SAS Skilled Australian Sponsored,2519 Other Health Diagnostic and Promotion Professionals,ACT,43
190SAS Skilled Australian Sponsored,2519 Other Health Diagnostic and Promotion Professionals,TAS,28
190SAS Skilled Australian Sponsored,2519 Other Health Diagnostic and Promotion Professionals,NT,29
190SAS Skilled Australian Sponsored,3421 Airconditioning and Refrigeration Mechanics,VIC,23
190SAS Skilled Australian Sponsored,3421 Airconditioning and Refrigeration Mechanics,ANY,13
190SAS Skilled Australian Sponsored,3421 Airconditioning and Refrigeration Mechanics,NSW,21
190SAS Skilled Australian Sponsored,3421 Airconditioning and Refrigeration Mechanics,QLD,12
190SAS Skilled Australian Sponsored,3421 Airconditioning and Refrigeration Mechanics,SA,17
190SAS Skilled Australian Sponsored,3421 Airconditioning and Refrigeration Mechanics,WA,13
190SAS Skilled Australian Sponsored,3421 Airconditioning and Refrigeration Mechanics,ACT,9
190SAS Skilled Australian Sponsored,3421 Airconditioning and Refrigeration Mechanics,TAS,6
190SAS Skilled Australian Sponsored,3421 Airconditioning and Refrigeration Mechanics,NT,8
190SAS Skilled Australian Sponsored,2346 Medical Laboratory Scientists,VIC,288
190SAS Skilled Australian Sponsored,2346 Medical Laboratory Scientists,ANY,117
190SAS Skilled Australian Sponsored,2346 Medical Laboratory Scientists,NSW,219
190SAS Skilled Australian Sponsored,2346 Medical Laboratory Scientists,QLD,147
190SAS Skilled Australian Sponsored,2346 Medical Laboratory Scientists,SA,219
190SAS Skilled Australian Sponsored,2346 Medical Laboratory Scientists,WA,163
190SAS Skilled Australian Sponsored,2346 Medical Laboratory Scientists,ACT,115
190SAS Skilled Australian Sponsored,2346 Medical Laboratory Scientists,TAS,76
190SAS Skilled Australian Sponsored,2346 Medical Laboratory Scientists,NT,91
190SAS Skilled Australian Sponsored,2415 Special Education Teachers,VIC,44
190SAS Skilled Australian Sponsored,2415 Special Education Teachers,ANY,14
190SAS Skilled Australian Sponsored,2415 Special Education Teachers,NSW,27
190SAS Skilled Australian Sponsored,2415 Special Education Teachers,QLD,24
190SAS Skilled Australian Sponsored,2415 Special Education Teachers,SA,22
190SAS Skilled Australian Sponsored,2415 Special Education Teachers,WA,30
190SAS Skilled Australian Sponsored,2415 Special Education Teachers,ACT,11
190SAS Skilled Australian Sponsored,2415 Special Education Teachers,TAS,4
190SAS Skilled Australian Sponsored,2415 Special Education Teachers,NT,8
190SAS Skilled Australian Sponsored,1493 Conference and Event Organisers,VIC,160
190SAS Skilled Australian Sponsored,1493 Conference and Event Organisers,ANY,41
190SAS Skilled Australian Sponsored,1493 Conference and Event Organisers,NSW,106
190SAS Skilled Australian Sponsored,1493 Conference and Event Organisers,QLD,60
190SAS Skilled Australian Sponsored,1493 Conference and Event Organisers,SA,157
190SAS Skilled Australian Sponsored,1493 Conference and Event Organisers,WA,228
190SAS Skilled Australian Sponsored,1493 Conference and Event Organisers,ACT,77
190SAS Skilled Australian Sponsored,1493 Conference and Event Organisers,TAS,42
190SAS Skilled Australian Sponsored,1493 Conference and Event Organisers,NT,45
190SAS Skilled Australian Sponsored,2712 Judicial and Other Legal Professionals,VIC,51
190SAS Skilled Australian Sponsored,2712 Judicial and Other Legal Professionals,ANY,19
190SAS Skilled Australian Sponsored,2712 Judicial and Other Legal Professionals,NSW,36
190SAS Skilled Australian Sponsored,2712 Judicial and Other Legal Professionals,QLD,22
190SAS Skilled Australian Sponsored,2712 Judicial and Other Legal Professionals,SA,47
190SAS Skilled Australian Sponsored,2712 Judicial and Other Legal Professionals,WA,19
190SAS Skilled Australian Sponsored,2712 Judicial and Other Legal Professionals,ACT,17
190SAS Skilled Australian Sponsored,2712 Judicial and Other Legal Professionals,TAS,18
190SAS Skilled Australian Sponsored,2712 Judicial and Other Legal Professionals,NT,21
190SAS Skilled Australian Sponsored,2222 Financial Dealers,VIC,61
190SAS Skilled Australian Sponsored,2222 Financial Dealers,ANY,16
190SAS Skilled Australian Sponsored,2222 Financial Dealers,NSW,55
190SAS Skilled Australian Sponsored,2222 Financial Dealers,QLD,17
190SAS Skilled Australian Sponsored,2222 Financial Dealers,SA,57
190SAS Skilled Australian Sponsored,2222 Financial Dealers,WA,22
190SAS Skilled Australian Sponsored,2222 Financial Dealers,ACT,18
190SAS Skilled Australian Sponsored,2222 Financial Dealers,TAS,16
190SAS Skilled Australian Sponsored,2222 Financial Dealers,NT,12
190SAS Skilled Australian Sponsored,2723 Psychologists,VIC,165
190SAS Skilled Australian Sponsored,2723 Psychologists,ANY,33
190SAS Skilled Australian Sponsored,2723 Psychologists,NSW,182
190SAS Skilled Australian Sponsored,2723 Psychologists,QLD,80
190SAS Skilled Australian Sponsored,2723 Psychologists,SA,114
190SAS Skilled Australian Sponsored,2723 Psychologists,WA,80
190SAS Skilled Australian Sponsored,2723 Psychologists,ACT,65
190SAS Skilled Australian Sponsored,2723 Psychologists,TAS,36
190SAS Skilled Australian Sponsored,2723 Psychologists,NT,27
190SAS Skilled Australian Sponsored,4111 Ambulance Officers and Paramedics,VIC,33
190SAS Skilled Australian Sponsored,4111 Ambulance Officers and Paramedics,ANY,19
190SAS Skilled Australian Sponsored,4111 Ambulance Officers and Paramedics,NSW,30
190SAS Skilled Australian Sponsored,4111 Ambulance Officers and Paramedics,QLD,23
190SAS Skilled Australian Sponsored,4111 Ambulance Officers and Paramedics,SA,36
190SAS Skilled Australian Sponsored,4111 Ambulance Officers and Paramedics,WA,47
190SAS Skilled Australian Sponsored,4111 Ambulance Officers and Paramedics,ACT,22
190SAS Skilled Australian Sponsored,4111 Ambulance Officers and Paramedics,TAS,12
190SAS Skilled Australian Sponsored,4111 Ambulance Officers and Paramedics,NT,12
190SAS Skilled Australian Sponsored,2113 Photographers,VIC,20
190SAS Skilled Australian Sponsored,2113 Photographers,ANY,6
190SAS Skilled Australian Sponsored,2113 Photographers,NSW,6
190SAS Skilled Australian Sponsored,2113 Photographers,QLD,4
190SAS Skilled Australian Sponsored,2113 Photographers,SA,15
190SAS Skilled Australian Sponsored,2113 Photographers,WA,5
190SAS Skilled Australian Sponsored,2113 Photographers,ACT,5
190SAS Skilled Australian Sponsored,"4112 Dental Hygienists, Technicians and Therapists",VIC,25
190SAS Skilled Australian Sponsored,"4112 Dental Hygienists, Technicians and Therapists",ANY,5
190SAS Skilled Australian Sponsored,"4112 Dental Hygienists, Technicians and Therapists",NSW,11
190SAS Skilled Australian Sponsored,"4112 Dental Hygienists, Technicians and Therapists",QLD,7
190SAS Skilled Australian Sponsored,"4112 Dental Hygienists, Technicians and Therapists",SA,4
190SAS Skilled Australian Sponsored,"4112 Dental Hygienists, Technicians and Therapists",WA,24
190SAS Skilled Australian Sponsored,"4112 Dental Hygienists, Technicians and Therapists",ACT,6
190SAS Skilled Australian Sponsored,"4112 Dental Hygienists, Technicians and Therapists",TAS,7
190SAS Skilled Australian Sponsored,"4112 Dental Hygienists, Technicians and Therapists",NT,2
190SAS Skilled Australian Sponsored,2541 Midwives,VIC,35
190SAS Skilled Australian Sponsored,2541 Midwives,ANY,14
190SAS Skilled Australian Sponsored,2541 Midwives,NSW,22
190SAS Skilled Australian Sponsored,2541 Midwives,QLD,13
190SAS Skilled Australian Sponsored,2541 Midwives,SA,8
190SAS Skilled Australian Sponsored,2541 Midwives,WA,26
190SAS Skilled Australian Sponsored,2541 Midwives,ACT,1
190SAS Skilled Australian Sponsored,2541 Midwives,NT,4
190SAS Skilled Australian Sponsored,3341 Plumbers,VIC,54
190SAS Skilled Australian Sponsored,3341 Plumbers,ANY,12
190SAS Skilled Australian Sponsored,3341 Plumbers,NSW,90
190SAS Skilled Australian Sponsored,3341 Plumbers,QLD,51
190SAS Skilled Australian Sponsored,3341 Plumbers,SA,68
190SAS Skilled Australian Sponsored,3341 Plumbers,WA,79
190SAS Skilled Australian Sponsored,3341 Plumbers,ACT,13
190SAS Skilled Australian Sponsored,3341 Plumbers,TAS,8
190SAS Skilled Australian Sponsored,3341 Plumbers,NT,9
190SAS Skilled Australian Sponsored,2491 Education Advisers and Reviewers,VIC,19
190SAS Skilled Australian Sponsored,2491 Education Advisers and Reviewers,ANY,6
190SAS Skilled Australian Sponsored,2491 Education Advisers and Reviewers,NSW,7
190SAS Skilled Australian Sponsored,2491 Education Advisers and Reviewers,QLD,4
190SAS Skilled Australian Sponsored,2491 Education Advisers and Reviewers,SA,25
190SAS Skilled Australian Sponsored,2491 Education Advisers and Reviewers,WA,3
190SAS Skilled Australian Sponsored,2491 Education Advisers and Reviewers,ACT,16
190SAS Skilled Australian Sponsored,2491 Education Advisers and Reviewers,TAS,4
190SAS Skilled Australian Sponsored,2491 Education Advisers and Reviewers,NT,4
190SAS Skilled Australian Sponsored,2511 Dietitians,VIC,157
190SAS Skilled Australian Sponsored,2511 Dietitians,ANY,52
190SAS Skilled Australian Sponsored,2511 Dietitians,NSW,95
190SAS Skilled Australian Sponsored,2511 Dietitians,QLD,53
190SAS Skilled Australian Sponsored,2511 Dietitians,SA,74
190SAS Skilled Australian Sponsored,2511 Dietitians,WA,97
190SAS Skilled Australian Sponsored,2511 Dietitians,ACT,74
190SAS Skilled Australian Sponsored,2511 Dietitians,TAS,43
190SAS Skilled Australian Sponsored,2511 Dietitians,NT,34
190SAS Skilled Australian Sponsored,3932 Clothing Trades Workers,VIC,3
190SAS Skilled Australian Sponsored,3932 Clothing Trades Workers,ANY,1
190SAS Skilled Australian Sponsored,3932 Clothing Trades Workers,NSW,2
190SAS Skilled Australian Sponsored,3932 Clothing Trades Workers,QLD,2
190SAS Skilled Australian Sponsored,3932 Clothing Trades Workers,SA,2
190SAS Skilled Australian Sponsored,3932 Clothing Trades Workers,WA,4
190SAS Skilled Australian Sponsored,3932 Clothing Trades Workers,ACT,1
190SAS Skilled Australian Sponsored,3932 Clothing Trades Workers,TAS,1
190SAS Skilled Australian Sponsored,3932 Clothing Trades Workers,NT,1
190SAS Skilled Australian Sponsored,"3992 Chemical, Gas, Petroleum and Power Generation Plant Operators",VIC,3
190SAS Skilled Australian Sponsored,"3992 Chemical, Gas, Petroleum and Power Generation Plant Operators",NSW,3
190SAS Skilled Australian Sponsored,"3992 Chemical, Gas, Petroleum and Power Generation Plant Operators",QLD,4
190SAS Skilled Australian Sponsored,"3992 Chemical, Gas, Petroleum and Power Generation Plant Operators",SA,3
190SAS Skilled Australian Sponsored,"3992 Chemical, Gas, Petroleum and Power Generation Plant Operators",WA,1
190SAS Skilled Australian Sponsored,"3992 Chemical, Gas, Petroleum and Power Generation Plant Operators",ACT,2
190SAS Skilled Australian Sponsored,"3992 Chemical, Gas, Petroleum and Power Generation Plant Operators",TAS,1
190SAS Skilled Australian Sponsored,"3992 Chemical, Gas, Petroleum and Power Generation Plant Operators",NT,1
190SAS Skilled Australian Sponsored,2232 ICT Trainers,VIC,17
190SAS Skilled Australian Sponsored,2232 ICT Trainers,ANY,14
190SAS Skilled Australian Sponsored,2232 ICT Trainers,NSW,40
190SAS Skilled Australian Sponsored,2232 ICT Trainers,QLD,11
190SAS Skilled Australian Sponsored,2232 ICT Trainers,SA,19
190SAS Skilled Australian Sponsored,2232 ICT Trainers,WA,20
190SAS Skilled Australian Sponsored,2232 ICT Trainers,ACT,21
190SAS Skilled Australian Sponsored,2232 ICT Trainers,TAS,10
190SAS Skilled Australian Sponsored,2232 ICT Trainers,NT,6
190SAS Skilled Australian Sponsored,3241 Panelbeaters,VIC,4
190SAS Skilled Australian Sponsored,3241 Panelbeaters,ANY,4
190SAS Skilled Australian Sponsored,3241 Panelbeaters,NSW,6
190SAS Skilled Australian Sponsored,3241 Panelbeaters,QLD,6
