OccGroup,Score,DoEMonth,n
2345 Life Scientists,85,2026-01,11
2345 Life Scientists,85,2026-02,11
2345 Life Scientists,85,2026-03,22
2345 Life Scientists,55,2026-08,8
2345 Life Scientists,55,2026-07,4
2345 Life Scientists,55,2026-06,3
2345 Life Scientists,55,2026-05,4
2345 Life Scientists,55,2024-10,2
2345 Life Scientists,55,2024-12,2
2345 Life Scientists,55,2024-11,8
2345 Life Scientists,55,2025-01,4
2345 Life Scientists,55,2025-02,2
2345 Life Scientists,55,2025-04,2
2345 Life Scientists,55,2025-05,1
2345 Life Scientists,55,2025-06,3
2345 Life Scientists,55,2025-07,4
2345 Life Scientists,55,2025-08,1
2345 Life Scientists,55,2025-09,11
2345 Life Scientists,55,2025-10,1
2345 Life Scientists,55,2025-12,2
2345 Life Scientists,55,2026-04,3
2345 Life Scientists,55,2025-11,7
2345 Life Scientists,55,2026-01,8
2345 Life Scientists,55,2026-02,3
2345 Life Scientists,55,2026-03,5
2345 Life Scientists,60,2026-09,1
2345 Life Scientists,60,2026-08,16
2345 Life Scientists,60,2026-07,6
2345 Life Scientists,60,2026-06,11
2345 Life Scientists,60,2024-09,1
2345 Life Scientists,60,2026-05,8
2345 Life Scientists,60,2024-12,1
2345 Life Scientists,60,2024-11,1
2345 Life Scientists,60,2025-01,3
2345 Life Scientists,60,2025-04,4
2345 Life Scientists,60,2025-05,3
2345 Life Scientists,60,2025-06,2
2345 Life Scientists,60,2025-07,3
2345 Life Scientists,60,2025-08,10
2345 Life Scientists,60,2025-09,5
2345 Life Scientists,60,2025-10,3
2345 Life Scientists,60,2025-12,6
2345 Life Scientists,60,2026-04,8
2345 Life Scientists,60,2025-11,21
2345 Life Scientists,60,2026-01,4
2345 Life Scientists,60,2026-02,5
2345 Life Scientists,60,2026-03,5
2345 Life Scientists,50,2026-09,1
2345 Life Scientists,50,2026-07,2
2345 Life Scientists,50,2026-05,1
2345 Life Scientists,50,2025-04,1
2345 Life Scientists,50,2025-05,1
2345 Life Scientists,50,2025-06,1
2345 Life Scientists,50,2025-07,1
2345 Life Scientists,50,2025-10,1
2345 Life Scientists,50,2025-12,2
2345 Life Scientists,50,2026-04,1
2345 Life Scientists,50,2025-11,1
2345 Life Scientists,50,2026-03,2
2345 Life Scientists,110,2026-08,1
2345 Life Scientists,110,2026-06,1
2345 Life Scientists,100,2026-08,8
2345 Life Scientists,100,2026-07,5
2345 Life Scientists,100,2026-02,2
2345 Life Scientists,100,2026-03,2
2345 Life Scientists,105,2026-08,2
2345 Life Scientists,105,2026-07,4
2345 Life Scientists,45,2026-08,5
2345 Life Scientists,45,2026-07,1
2345 Life Scientists,45,2026-06,1
2345 Life Scientists,45,2026-05,1
2345 Life Scientists,45,2025-08,5
2345 Life Scientists,45,2025-10,2
2345 Life Scientists,45,2026-03,1
"2335 Industrial, Mechanical and Production Engineers",65,2026-09,4
"2335 Industrial, Mechanical and Production Engineers",65,2026-08,211
"2335 Industrial, Mechanical and Production Engineers",65,2026-07,166
"2335 Industrial, Mechanical and Production Engineers",65,2026-06,200
"2335 Industrial, Mechanical and Production Engineers",65,2024-09,37
"2335 Industrial, Mechanical and Production Engineers",65,2026-05,161
"2335 Industrial, Mechanical and Production Engineers",65,2024-10,46
"2335 Industrial, Mechanical and Production Engineers",65,2024-12,51
"2335 Industrial, Mechanical and Production Engineers",65,2024-11,57
"2335 Industrial, Mechanical and Production Engineers",65,2025-01,61
"2335 Industrial, Mechanical and Production Engineers",65,2025-03,63
"2335 Industrial, Mechanical and Production Engineers",65,2025-02,59
"2335 Industrial, Mechanical and Production Engineers",65,2025-04,62
"2335 Industrial, Mechanical and Production Engineers",65,2025-05,73
"2335 Industrial, Mechanical and Production Engineers",65,2025-06,56
"2335 Industrial, Mechanical and Production Engineers",65,2025-07,90
"2335 Industrial, Mechanical and Production Engineers",65,2025-08,102
"2335 Industrial, Mechanical and Production Engineers",65,2025-09,96
"2335 Industrial, Mechanical and Production Engineers",65,2025-10,113
"2335 Industrial, Mechanical and Production Engineers",65,2025-12,124
"2335 Industrial, Mechanical and Production Engineers",65,2026-04,146
"2335 Industrial, Mechanical and Production Engineers",65,2025-11,134
"2335 Industrial, Mechanical and Production Engineers",65,2026-01,145
"2335 Industrial, Mechanical and Production Engineers",65,2026-02,135
"2335 Industrial, Mechanical and Production Engineers",65,2026-03,133
"2335 Industrial, Mechanical and Production Engineers",75,2026-09,10
"2335 Industrial, Mechanical and Production Engineers",75,2026-08,261
"2335 Industrial, Mechanical and Production Engineers",75,2026-07,196
"2335 Industrial, Mechanical and Production Engineers",75,2026-06,234
"2335 Industrial, Mechanical and Production Engineers",75,2024-09,37
"2335 Industrial, Mechanical and Production Engineers",75,2026-05,201
"2335 Industrial, Mechanical and Production Engineers",75,2024-10,33
"2335 Industrial, Mechanical and Production Engineers",75,2024-12,41
"2335 Industrial, Mechanical and Production Engineers",75,2024-11,46
"2335 Industrial, Mechanical and Production Engineers",75,2025-01,60
"2335 Industrial, Mechanical and Production Engineers",75,2025-03,60
"2335 Industrial, Mechanical and Production Engineers",75,2025-02,57
"2335 Industrial, Mechanical and Production Engineers",75,2025-04,84
"2335 Industrial, Mechanical and Production Engineers",75,2025-05,82
"2335 Industrial, Mechanical and Production Engineers",75,2025-06,88
"2335 Industrial, Mechanical and Production Engineers",75,2025-07,88
"2335 Industrial, Mechanical and Production Engineers",75,2025-08,109
"2335 Industrial, Mechanical and Production Engineers",75,2025-09,157
"2335 Industrial, Mechanical and Production Engineers",75,2025-10,114
"2335 Industrial, Mechanical and Production Engineers",75,2025-12,116
"2335 Industrial, Mechanical and Production Engineers",75,2026-04,166
"2335 Industrial, Mechanical and Production Engineers",75,2025-11,187
"2335 Industrial, Mechanical and Production Engineers",75,2026-01,139
"2335 Industrial, Mechanical and Production Engineers",75,2026-02,165
"2335 Industrial, Mechanical and Production Engineers",75,2026-03,136
"2335 Industrial, Mechanical and Production Engineers",70,2026-09,4
"2335 Industrial, Mechanical and Production Engineers",70,2026-08,214
"2335 Industrial, Mechanical and Production Engineers",70,2026-07,208
"2335 Industrial, Mechanical and Production Engineers",70,2026-06,172
"2335 Industrial, Mechanical and Production Engineers",70,2024-09,40
"2335 Industrial, Mechanical and Production Engineers",70,2026-05,167
"2335 Industrial, Mechanical and Production Engineers",70,2024-10,27
"2335 Industrial, Mechanical and Production Engineers",70,2024-12,35
"2335 Industrial, Mechanical and Production Engineers",70,2024-11,65
"2335 Industrial, Mechanical and Production Engineers",70,2025-01,44
"2335 Industrial, Mechanical and Production Engineers",70,2025-03,66
"2335 Industrial, Mechanical and Production Engineers",70,2025-02,53
"2335 Industrial, Mechanical and Production Engineers",70,2025-04,51
"2335 Industrial, Mechanical and Production Engineers",70,2025-05,63
"2335 Industrial, Mechanical and Production Engineers",70,2025-06,45
"2335 Industrial, Mechanical and Production Engineers",70,2025-07,86
"2335 Industrial, Mechanical and Production Engineers",70,2025-08,99
"2335 Industrial, Mechanical and Production Engineers",70,2025-09,121
"2335 Industrial, Mechanical and Production Engineers",70,2025-10,136
"2335 Industrial, Mechanical and Production Engineers",70,2025-12,127
"2335 Industrial, Mechanical and Production Engineers",70,2026-04,149
"2335 Industrial, Mechanical and Production Engineers",70,2025-11,139
"2335 Industrial, Mechanical and Production Engineers",70,2026-01,140
"2335 Industrial, Mechanical and Production Engineers",70,2026-02,140
"2335 Industrial, Mechanical and Production Engineers",70,2026-03,138
"2335 Industrial, Mechanical and Production Engineers",80,2026-09,10
"2335 Industrial, Mechanical and Production Engineers",80,2026-08,200
"2335 Industrial, Mechanical and Production Engineers",80,2026-07,180
"2335 Industrial, Mechanical and Production Engineers",80,2026-06,176
"2335 Industrial, Mechanical and Production Engineers",80,2024-08,1
"2335 Industrial, Mechanical and Production Engineers",80,2024-09,13
"2335 Industrial, Mechanical and Production Engineers",80,2026-05,150
"2335 Industrial, Mechanical and Production Engineers",80,2024-10,9
"2335 Industrial, Mechanical and Production Engineers",80,2024-12,21
"2335 Industrial, Mechanical and Production Engineers",80,2024-11,26
"2335 Industrial, Mechanical and Production Engineers",80,2025-01,29
"2335 Industrial, Mechanical and Production Engineers",80,2025-03,41
"2335 Industrial, Mechanical and Production Engineers",80,2025-02,29
"2335 Industrial, Mechanical and Production Engineers",80,2025-04,58
"2335 Industrial, Mechanical and Production Engineers",80,2025-05,55
"2335 Industrial, Mechanical and Production Engineers",80,2025-06,59
"2335 Industrial, Mechanical and Production Engineers",80,2025-07,63
"2335 Industrial, Mechanical and Production Engineers",80,2025-08,89
"2335 Industrial, Mechanical and Production Engineers",80,2025-09,73
"2335 Industrial, Mechanical and Production Engineers",80,2025-10,88
"2335 Industrial, Mechanical and Production Engineers",80,2025-12,118
"2335 Industrial, Mechanical and Production Engineers",80,2026-04,159
"2335 Industrial, Mechanical and Production Engineers",80,2025-11,103
"2335 Industrial, Mechanical and Production Engineers",80,2026-01,113
"2335 Industrial, Mechanical and Production Engineers",80,2026-02,87
"2335 Industrial, Mechanical and Production Engineers",80,2026-03,120
"2335 Industrial, Mechanical and Production Engineers",95,2026-09,3
"2335 Industrial, Mechanical and Production Engineers",95,2026-08,48
"2335 Industrial, Mechanical and Production Engineers",95,2026-07,30
"2335 Industrial, Mechanical and Production Engineers",95,2026-06,41
"2335 Industrial, Mechanical and Production Engineers",95,2026-05,40
"2335 Industrial, Mechanical and Production Engineers",95,2024-12,1
"2335 Industrial, Mechanical and Production Engineers",95,2024-11,1
"2335 Industrial, Mechanical and Production Engineers",95,2025-03,2
"2335 Industrial, Mechanical and Production Engineers",95,2025-02,1
"2335 Industrial, Mechanical and Production Engineers",95,2025-04,3
"2335 Industrial, Mechanical and Production Engineers",95,2025-05,6
"2335 Industrial, Mechanical and Production Engineers",95,2025-06,4
"2335 Industrial, Mechanical and Production Engineers",95,2025-07,7
"2335 Industrial, Mechanical and Production Engineers",95,2025-08,10
"2335 Industrial, Mechanical and Production Engineers",95,2025-09,15
"2335 Industrial, Mechanical and Production Engineers",95,2025-10,18
"2335 Industrial, Mechanical and Production Engineers",95,2025-12,14
"2335 Industrial, Mechanical and Production Engineers",95,2026-04,18
"2335 Industrial, Mechanical and Production Engineers",95,2025-11,20
"2335 Industrial, Mechanical and Production Engineers",95,2026-01,25
"2335 Industrial, Mechanical and Production Engineers",95,2026-02,28
"2335 Industrial, Mechanical and Production Engineers",95,2026-03,23
"2335 Industrial, Mechanical and Production Engineers",90,2026-09,13
"2335 Industrial, Mechanical and Production Engineers",90,2026-08,115
"2335 Industrial, Mechanical and Production Engineers",90,2026-07,92
"2335 Industrial, Mechanical and Production Engineers",90,2026-06,124
"2335 Industrial, Mechanical and Production Engineers",90,2024-09,2
"2335 Industrial, Mechanical and Production Engineers",90,2026-05,83
"2335 Industrial, Mechanical and Production Engineers",90,2024-10,3
"2335 Industrial, Mechanical and Production Engineers",90,2024-12,6
"2335 Industrial, Mechanical and Production Engineers",90,2024-11,3
"2335 Industrial, Mechanical and Production Engineers",90,2025-01,14
"2335 Industrial, Mechanical and Production Engineers",90,2025-03,22
"2335 Industrial, Mechanical and Production Engineers",90,2025-02,17
"2335 Industrial, Mechanical and Production Engineers",90,2025-04,22
"2335 Industrial, Mechanical and Production Engineers",90,2025-05,25
"2335 Industrial, Mechanical and Production Engineers",90,2025-06,33
"2335 Industrial, Mechanical and Production Engineers",90,2025-07,43
"2335 Industrial, Mechanical and Production Engineers",90,2025-08,33
"2335 Industrial, Mechanical and Production Engineers",90,2025-09,50
"2335 Industrial, Mechanical and Production Engineers",90,2025-10,49
"2335 Industrial, Mechanical and Production Engineers",90,2025-12,51
"2335 Industrial, Mechanical and Production Engineers",90,2026-04,77
"2335 Industrial, Mechanical and Production Engineers",90,2025-11,54
"2335 Industrial, Mechanical and Production Engineers",90,2026-01,57
"2335 Industrial, Mechanical and Production Engineers",90,2026-02,64
"2335 Industrial, Mechanical and Production Engineers",90,2026-03,77
"2335 Industrial, Mechanical and Production Engineers",85,2026-09,6
"2335 Industrial, Mechanical and Production Engineers",85,2026-08,181
"2335 Industrial, Mechanical and Production Engineers",85,2026-07,146
"2335 Industrial, Mechanical and Production Engineers",85,2026-06,154
"2335 Industrial, Mechanical and Production Engineers",85,2024-09,13
"2335 Industrial, Mechanical and Production Engineers",85,2026-05,163
"2335 Industrial, Mechanical and Production Engineers",85,2024-10,19
"2335 Industrial, Mechanical and Production Engineers",85,2024-12,21
"2335 Industrial, Mechanical and Production Engineers",85,2024-11,25
"2335 Industrial, Mechanical and Production Engineers",85,2025-01,40
"2335 Industrial, Mechanical and Production Engineers",85,2025-03,49
"2335 Industrial, Mechanical and Production Engineers",85,2025-02,40
"2335 Industrial, Mechanical and Production Engineers",85,2025-04,33
"2335 Industrial, Mechanical and Production Engineers",85,2025-05,47
"2335 Industrial, Mechanical and Production Engineers",85,2025-06,56
"2335 Industrial, Mechanical and Production Engineers",85,2025-07,80
"2335 Industrial, Mechanical and Production Engineers",85,2025-08,70
"2335 Industrial, Mechanical and Production Engineers",85,2025-09,74
"2335 Industrial, Mechanical and Production Engineers",85,2025-10,91
"2335 Industrial, Mechanical and Production Engineers",85,2025-12,80
"2335 Industrial, Mechanical and Production Engineers",85,2026-04,126
"2335 Industrial, Mechanical and Production Engineers",85,2025-11,90
"2335 Industrial, Mechanical and Production Engineers",85,2026-01,128
"2335 Industrial, Mechanical and Production Engineers",85,2026-02,119
"2335 Industrial, Mechanical and Production Engineers",85,2026-03,125
"2335 Industrial, Mechanical and Production Engineers",55,2026-09,1
"2335 Industrial, Mechanical and Production Engineers",55,2026-08,56
"2335 Industrial, Mechanical and Production Engineers",55,2026-07,39
"2335 Industrial, Mechanical and Production Engineers",55,2026-06,37
"2335 Industrial, Mechanical and Production Engineers",55,2024-09,9
